product_id,sku,category_code,brand_code,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count
2000000000664,GMFG-TOY-0001U,toy,gmfg,Silver,One-Size,Glass,252g,"29,8",8.6,6.5,0
2000000000671,VOLT-CE-0001V,ce,volt,Gray,One-Size,Plastic,95g,"12,7",7.0,5.7,19
2000000000688,FRFL-GRC-0001W,grcy,frfl,Black,One-Size,Leather,137g,"38,5",8.7,11.5,0
2000000000695,PRSD-SPT-0001X,spt,prsd,Pink,S,Ruber,661g,"15,4",7.8,9.4,9
2000000000701,FTFX-APP-0001Y,app,ftfx,White,S,Glass,522g,"13,2",12.5,2.8,7
2000000000718,CSNV-HNK-0001Z,hnk,csnv,Pink,One-Size,Plastic,1434g,"15,8",9.6,11.1,8
2000000000725,LFSP-BKS-00020,bks,lfsp,,One-Size,Ruber,445g,"28,1",19.7,6.1,0
2000000000732,DLHV-GRC-00021,grcy,dlhv,Red,One-Size,Polyester,249g,"30,2",13.0,8.1,2
2000000000749,ARFT-SPT-00022,spt,arft,Red,XL,Alumium,89g,"21,4",14.0,7.4,30
2000000000756,TRBZ-SPT-00023,spt,trbz,Navy,XXL,Plastic,165g,"23,0",19.8,7.8,0
2000000000763,ECOT-CE-00024,ce,ecot,Black,One-Size,Polyester,612g,"18,2",6.3,7.7,0
2000000000770,ECOT-CE-00025,ce,ecot,Black,One-Size,Coton,101g,"31,6",11.6,11.4,2
2000000000787,ECOT-CE-00026,ce,ecot,Gray,One-Size,Leather,345g,"11,8",11.8,9.1,0
2000000000794,AQPR-HNK-00027,hnk,aqpr,Black,One-Size,Polyester,178g,"3,0",4.1,10.3,50
2000000000800,ACME-CE-00028,ce,acme,Blue,One-Size,Paper,240g,"24,2",20.9,5.4,5
2000000000817,ABLF-APP-00029,app,ablf,Gray,XS,Plastic,651g,"27,4",12.3,6.1,10
2000000000824,PRLV-HNK-0002A,hnk,prlv,Silver,One-Size,Alumium,615g,"23,2",22.9,6.9,3
2000000000831,PRLV-HNK-0002B,hnk,prlv,Pink,One-Size,Wood,819g,"23,5",12.2,8.4,1
2000000000848,COTC-APP-0002C,app,cotc,Gray,One-Size,Steel,993g,"19,2",20.9,3.1,3
2000000000855,HPFN-TOY-0002D,toy,hpfn,Beige,One-Size,Glass,166g,"14,6",11.9,11.5,1
2000000000862,ARFT-SPT-0002E,spt,arft,Gray,One-Size,Polyester,102g,"28,9",8.5,3.3,2
2000000000879,QLHS-BKS-0002F,bks,qlhs,,One-Size,Alumium,191g,"17,2",10.4,14.2,0
2000000000886,PRLV-HNK-0002G,hnk,prlv,Red,One-Size,Alumium,118g,"18,5",14.2,6.2,1
2000000000893,STCR-HNK-0002H,hnk,stcr,Silver,One-Size,Wood,1055g,"18,9",17.5,4.9,0
2000000000909,BLIN-BKS-0002I,bks,blin,,One-Size,Plastic,994g,"27,7",13.5,6.7,0
2000000000916,SLKE-BPC-0002J,bpc,slke,Navy,One-Size,Ruber,233g,"22,6",13.6,9.3,4
2000000000923,FRFL-GRC-0002K,grcy,frfl,Red,One-Size,Steel,203g,"21,0",6.9,4.2,2
2000000000930,GLOW-BPC-0002L,bpc,glow,White,One-Size,Paper,151g,"38,0",16.9,7.0,1
2000000000947,BTNQ-BPC-0002M,bpc,btnq,Blue,One-Size,Wood,366g,"18,0",14.0,7.4,0
2000000000954,GLOW-BPC-0002N,bpc,glow,Green,One-Size,Paper,122g,"27,5",7.1,7.3,0
2000000000961,PRSD-SPT-0002O,spt,prsd,Beige,L,Coton,232g,"15,4",12.3,9.4,7
2000000000978,GMFG-TOY-0002P,toy,gmfg,Green,One-Size,Polyester,102g,"14,5",8.4,10.7,0
2000000000985,STAC-BKS-0002Q,bks,stac,,One-Size,Glass,336g,"29,8",20.1,3.4,1
2000000000992,LFSP-BKS-0002R,bks,lfsp,,One-Size,Plastic,364g,"33,0",10.1,7.4,1
2000000001005,VOLT-CE-0002S,ce,volt,Blue,One-Size,Wood,399g,"28,2",12.5,9.4,0
2000000001012,AQPR-HNK-0002T,hnk,aqpr,Gray,One-Size,Alumium,380g,"12,7",12.4,12.8,75
2000000001029,RKBR-TOY-0002U,toy,rkbr,Beige,One-Size,Steel,572g,"21,1",23.6,9.2,0
2000000001036,ABLF-APP-0002V,app,ablf,Pink,One-Size,Coton,207g,"20,7",15.5,5.5,0
2000000001043,HPFN-TOY-0002W,toy,hpfn,Green,One-Size,Paper,259g,"19,2",16.6,7.1,3
2000000001050,ABLF-APP-0002X,app,ablf,Yellow,L,Alumium,275g,"18,2",13.0,15.4,0
2000000001067,ZNTH-CE-0002Y,ce,znth,Navy,One-Size,Polyester,254g,"24,2",11.6,9.5,3
2000000001074,SKYL-CE-0002Z,ce,skyl,White,One-Size,Alumium,234g,"15,5",9.9,6.9,1
2000000001081,HMNS-HNK-00030,hnk,hmns,Silver,One-Size,Steel,93g,"18,2",6.1,2.6,0
2000000001098,PGTR-BKS-00031,bks,pgtr,,One-Size,Leather,111g,"12,0",11.8,2.1,1
2000000001104,CSNV-HNK-00032,hnk,csnv,Green,One-Size,Paper,685g,"18,3",8.7,11.1,10
2000000001111,SLKE-BPC-00033,bpc,slke,Green,One-Size,Alumium,275g,"10,5",12.3,8.3,0
2000000001128,FRFL-GRC-00034,grcy,frfl,Green,One-Size,Alumium,117g,"24,3",17.9,10.2,0
2000000001135,SLKE-BPC-00035,bpc,slke,Black,One-Size,Ruber,576g,"15,3",12.2,12.4,1
2000000001142,CSNV-HNK-00036,hnk,csnv,Gray,One-Size,Leather,1032g,"11,2",10.9,7.2,0
2000000001159,QLHS-BKS-00037,bks,qlhs,,One-Size,Paper,221g,"27,1",15.7,4.9,6
2000000001166,ABLF-APP-00038,app,ablf,Pink,L,Steel,582g,"20,2",13.5,13.1,4
2000000001173,PHTX-CE-00039,ce,phtx,Red,One-Size,Alumium,241g,"26,6",7.4,11.9,2
2000000001180,PHTX-CE-0003A,ce,phtx,Navy,One-Size,Alumium,141g,"25,2",11.4,9.3,3
2000000001197,NOVW-CE-0003B,ce,novw,Beige,One-Size,Plastic,84g,"30,1",9.2,15.7,5
2000000001203,FTFX-APP-0003C,app,ftfx,Blue,XL,Polyester,613g,"28,9",8.8,10.8,2
2000000001210,PGTR-BKS-0003D,bks,pgtr,,One-Size,Wood,119g,"34,8",18.1,9.7,1
2000000001227,NTHR-APP-0003E,app,nthr,Silver,XS,Wood,419g,"4,8",12.9,11.1,4
2000000001234,AQPR-HNK-0003F,hnk,aqpr,Yellow,One-Size,Wood,782g,"16,3",9.0,9.4,0
2000000001241,CBLT-APP-0003G,app,cblt,Green,L,Paper,209g,"13,3",7.4,7.1,0
2000000001258,TNGR-TOY-0003H,toy,tngr,Green,One-Size,Leather,256g,"24,1",4.2,6.4,29
2000000001265,DMLX-BPC-0003I,bpc,dmlx,Green,One-Size,Wood,196g,"16,6",9.3,9.9,2
2000000001272,PHTX-CE-0003J,ce,phtx,Silver,One-Size,Plastic,115g,"3,0",14.2,10.7,1
2000000001289,ACME-CE-0003K,ce,acme,Green,One-Size,Glass,373g,"14,3",9.4,11.5,46
2000000001296,FRMJ-GRC-0003L,grcy,frmj,Gray,One-Size,Leather,454g,"19,4",11.1,17.6,1
2000000001302,ABLF-APP-0003M,app,ablf,Purple,XL,Coton,637g,"29,5",14.7,10.3,0
2000000001319,TRBZ-SPT-0003N,spt,trbz,Yellow,S,Coton,193g,"16,8",7.2,9.3,1
2000000001326,ARFT-SPT-0003O,spt,arft,Silver,L,Glass,666g,"10,5",10.7,8.1,6
2000000001333,PRLV-HNK-0003P,hnk,prlv,Green,One-Size,Plastic,120g,"29,1",18.6,7.6,6
2000000001340,ACME-CE-0003Q,ce,acme,Beige,One-Size,Ruber,183g,"14,7",2.0,10.3,3
2000000001357,COTC-APP-0003R,app,cotc,Navy,XS,Coton,176g,"21,6",13.4,7.2,0
2000000001364,BYTM-CE-0003S,ce,bytm,Black,One-Size,Paper,97g,"25,8",15.3,4.4,1
2000000001371,ZNTH-CE-0003T,ce,znth,Yellow,One-Size,Polyester,308g,"21,5",15.5,6.7,0
2000000001388,QLHS-BKS-0003U,bks,qlhs,,One-Size,Plastic,260g,"4,9",10.5,3.2,10
2000000001395,MOSA-APP-0003V,app,mosa,Purple,XXL,Polyester,227g,"18,6",12.4,11.5,2
2000000001401,CKMT-HNK-0003W,hnk,ckmt,Purple,One-Size,Coton,151g,"31,8",10.2,10.7,0
2000000001418,CSNV-HNK-0003X,hnk,csnv,Beige,One-Size,Alumium,1118g,"18,6",12.6,9.7,0
2000000001425,NOVW-CE-0003Y,ce,novw,Beige,One-Size,Plastic,57g,"23,6",5.8,5.3,1
2000000001432,CBLT-APP-0003Z,app,cblt,Purple,One-Size,Coton,218g,"25,4",13.1,5.7,1
2000000001449,STCR-HNK-00040,hnk,stcr,Blue,One-Size,Polyester,295g,"24,1",4.1,10.7,1
2000000001456,CKMT-HNK-00041,hnk,ckmt,Green,One-Size,Leather,197g,"32,2",9.5,9.5,4
2000000001463,SKYL-CE-00042,ce,skyl,Navy,One-Size,Leather,109g,"20,9",11.8,7.4,7
2000000001470,QLHS-BKS-00043,bks,qlhs,,One-Size,Steel,145g,"12,4",6.5,7.2,1
2000000001487,ALMS-BPC-00044,bpc,alms,Pink,One-Size,Leather,504g,"29,0",6.5,6.8,-2
2000000001494,CBLT-APP-00045,app,cblt,Beige,XL,Plastic,148g,"28,9",6.1,3.1,1
2000000001500,PRSD-SPT-00046,spt,prsd,Red,L,Alumium,180g,"19,1",11.6,6.9,21
2000000001517,FTFX-APP-00047,app,ftfx,Black,L,Glass,460g,"7,7",4.6,9.6,0
2000000001524,COTC-APP-00048,app,cotc,Blue,One-Size,Plastic,217g,"16,2",2.1,10.2,2
2000000001531,MOSA-APP-00049,app,mosa,Beige,M,Ruber,176g,"19,2",25.2,3.5,5
2000000001548,BYTM-CE-0004A,ce,bytm,White,One-Size,Alumium,450g,"19,0",6.1,8.0,1
2000000001555,CSNV-HNK-0004B,hnk,csnv,Pink,One-Size,Alumium,512g,"21,8",11.7,8.9,9
2000000001562,STCR-HNK-0004C,hnk,stcr,Beige,One-Size,Leather,279g,"35,7",10.8,10.9,0
2000000001579,PRSD-SPT-0004D,spt,prsd,Red,S,Wood,476g,"24,1",15.6,9.5,2
2000000001586,ECOT-CE-0004E,ce,ecot,Navy,One-Size,Paper,240g,"6,9",3.8,7.4,0
2000000001593,AQPR-HNK-0004F,hnk,aqpr,Pink,One-Size,Glass,388g,"27,5",4.0,5.7,1
2000000001609,FTFX-APP-0004G,app,ftfx,Beige,L,Plastic,248g,"6,8",18.0,5.4,0
2000000001616,PGTR-BKS-0004H,bks,pgtr,,One-Size,Polyester,341g,"24,0",17.3,16.3,0
2000000001623,RDMR-BKS-0004I,bks,rdmr,,One-Size,Polyester,247g,"27,6",6.8,5.4,1
2000000001630,HPFN-TOY-0004J,toy,hpfn,Silver,One-Size,Leather,321g,"19,2",13.3,6.3,4
2000000001647,PRSD-SPT-0004K,spt,prsd,Silver,M,Alumium,513g,"21,6",10.6,6.7,1
2000000001654,ECOT-CE-0004L,ce,ecot,Black,One-Size,Ruber,178g,"31,6",13.6,8.9,0
2000000001661,ACME-CE-0004M,ce,acme,Black,One-Size,Ruber,431g,"28,6",5.2,12.6,1
2000000001678,NTHR-APP-0004N,app,nthr,Yellow,XS,Coton,38g,"26,2",2.0,7.8,1
2000000001685,PKPR-SPT-0004O,spt,pkpr,Yellow,L,Glass,391g,"24,7",10.2,6.3,0
2000000001692,DMLX-BPC-0004P,bpc,dmlx,Yellow,One-Size,Polyester,393g,"3,0",7.3,6.8,17
2000000001708,NTCH-GRC-0004Q,grcy,ntch,White,One-Size,Paper,248g,"21,8",5.7,6.2,2
2000000001715,HMNS-HNK-0004R,hnk,hmns,Gray,One-Size,Paper,443g,"25,1",10.8,7.2,1
2000000001722,COTC-APP-0004S,app,cotc,White,XL,Wood,1008g,"20,1",11.0,6.9,0
2000000001739,VOLT-CE-0004T,ce,volt,Yellow,One-Size,Leather,317g,"20,4",13.7,6.7,22
2000000001746,PRLV-HNK-0004U,hnk,prlv,Purple,One-Size,Paper,102g,"12,3",16.2,12.2,2
2000000001753,CBLT-APP-0004V,app,cblt,Silver,XXL,Alumium,453g,"16,4",9.6,8.8,13
2000000001760,TRBZ-SPT-0004W,spt,trbz,Silver,S,Ruber,79g,"22,0",12.8,8.3,0
2000000001777,PLCB-TOY-0004X,toy,plcb,Green,One-Size,Leather,247g,"12,4",10.0,10.1,1
2000000001784,GMFG-TOY-0004Y,toy,gmfg,Black,One-Size,Alumium,184g,"17,1",2.0,9.2,6
2000000001791,FRMJ-GRC-0004Z,grcy,frmj,Yellow,One-Size,Polyester,581g,"11,4",15.4,11.6,4
2000000001807,ECOT-CE-00050,ce,ecot,Navy,One-Size,Paper,40g,"14,1",6.9,4.9,1
2000000001814,ABLF-APP-00051,app,ablf,White,XL,Alumium,564g,"12,2",9.7,9.4,2
2000000001821,RDMR-BKS-00052,bks,rdmr,,One-Size,Steel,164g,"24,5",12.5,3.2,3
2000000001838,PGTR-BKS-00053,bks,pgtr,,One-Size,Plastic,232g,"28,7",16.6,6.7,18
2000000001845,CSNV-HNK-00054,hnk,csnv,White,One-Size,Leather,113g,"16,9",15.5,10.5,6
2000000001852,STCR-HNK-00055,hnk,stcr,Green,One-Size,Plastic,251g,"18,1",13.3,8.7,3
2000000001869,NTCH-GRC-00056,grcy,ntch,White,One-Size,Paper,394g,"9,1",18.1,8.8,1
2000000001876,BTNQ-BPC-00057,bpc,btnq,Blue,One-Size,Paper,133g,"14,5",11.2,5.9,3
2000000001883,GLOW-BPC-00058,bpc,glow,Silver,One-Size,Paper,190g,"9,4",9.9,8.8,1
2000000001890,LFSP-BKS-00059,bks,lfsp,,One-Size,Plastic,805g,"11,1",3.7,5.5,0
2000000001906,TRBZ-SPT-0005A,spt,trbz,Yellow,XL,Leather,166g,"17,8",20.4,12.0,0
2000000001913,ALMS-BPC-0005B,bpc,alms,Green,One-Size,Leather,297g,"33,3",15.6,5.4,0
2000000001920,DMLX-BPC-0005C,bpc,dmlx,Green,One-Size,Glass,240g,"18,6",13.1,6.9,2
2000000001937,HRBC-BPC-0005D,bpc,hrbc,Blue,One-Size,Wood,123g,"22,9",14.8,5.9,19
2000000001944,GRBK-GRC-0005E,grcy,grbk,Navy,One-Size,Wood,347g,"23,8",12.4,10.2,13
2000000001951,SLKE-BPC-0005F,bpc,slke,White,One-Size,Glass,298g,"26,5",10.7,11.3,15
2000000001968,NOVW-CE-0005G,ce,novw,Green,One-Size,Ruber,166g,"26,9",10.1,7.9,1
2000000001975,SLKE-BPC-0005H,bpc,slke,Black,One-Size,Alumium,173g,"24,3",6.8,8.4,1
2000000001982,AQPR-HNK-0005I,hnk,aqpr,Yellow,One-Size,Leather,342g,"24,4",14.7,7.2,1
2000000001999,PRLV-HNK-0005J,hnk,prlv,Pink,One-Size,Steel,247g,"23,3",16.2,8.5,0
2000000002002,PHTX-CE-0005K,ce,phtx,White,One-Size,Coton,484g,"27,3",5.8,8.2,0
2000000002019,STCR-HNK-0005L,hnk,stcr,Gray,One-Size,Plastic,372g,"18,8",9.0,5.8,3
2000000002026,VOLT-CE-0005M,ce,volt,White,One-Size,Alumium,38g,"20,0",13.6,10.8,0
2000000002033,CKMT-HNK-0005N,hnk,ckmt,Navy,One-Size,Steel,276g,"3,0",13.3,7.9,7
2000000002040,AQPR-HNK-0005O,hnk,aqpr,Beige,One-Size,Plastic,527g,"15,0",5.4,7.4,0
2000000002057,PHTX-CE-0005P,ce,phtx,Silver,One-Size,Leather,472g,"24,0",12.2,8.6,1
2000000002064,VOLT-CE-0005Q,ce,volt,Silver,One-Size,Paper,160g,"3,0",16.5,11.8,5
2000000002071,WRMH-HNK-0005R,hnk,wrmh,White,One-Size,Plastic,327g,"26,0",15.1,4.6,11
2000000002088,STAC-BKS-0005S,bks,stac,,One-Size,Plastic,804g,"28,6",13.0,10.8,0
2000000002095,NTHR-APP-0005T,app,nthr,Red,One-Size,Paper,219g,"9,0",12.2,8.7,16
2000000002101,HRBC-BPC-0005U,bpc,hrbc,Yellow,One-Size,Ruber,107g,"12,8",15.0,5.2,0
2000000002118,SKYL-CE-0005V,ce,skyl,Pink,One-Size,Ruber,668g,"16,3",11.7,7.0,6
2000000002125,GRBK-GRC-0005W,grcy,grbk,Silver,One-Size,Alumium,339g,"7,7",15.8,9.8,1
2000000002132,DLHV-GRC-0005X,grcy,dlhv,Green,One-Size,Coton,383g,"10,4",15.5,12.0,2
2000000002149,SWCR-SPT-0005Y,spt,swcr,Green,L,Steel,191g,"32,5",7.9,12.6,109
2000000002156,TRBZ-SPT-0005Z,spt,trbz,Pink,XL,Glass,359g,"25,5",20.0,7.8,3
2000000002163,GLOW-BPC-00060,bpc,glow,Pink,One-Size,Leather,145g,"16,1",18.2,13.1,5
2000000002170,SLKE-BPC-00061,bpc,slke,Navy,One-Size,Steel,347g,"12,2",27.3,4.7,0
2000000002187,WRMH-HNK-00062,hnk,wrmh,Red,One-Size,Glass,280g,"13,9",6.3,9.9,7
2000000002194,NOVW-CE-00063,ce,novw,Blue,One-Size,Ruber,170g,"18,4",11.0,5.8,0
2000000002200,SWCR-SPT-00064,spt,swcr,Beige,One-Size,Leather,176g,"15,1",17.3,5.0,8
2000000002217,NOVW-CE-00065,ce,novw,Silver,One-Size,Plastic,239g,"13,2",14.9,2.6,1
2000000002224,VOLT-CE-00066,ce,volt,White,One-Size,Polyester,185g,"10,5",2.0,9.6,1
2000000002231,NTHR-APP-00067,app,nthr,Red,XS,Coton,232g,"3,0",4.7,6.7,19
2000000002248,ECOT-CE-00068,ce,ecot,Blue,One-Size,Glass,927g,"33,0",23.1,7.5,0
2000000002255,COTC-APP-00069,app,cotc,Pink,L,Paper,181g,"23,0",11.0,8.2,5
2000000002262,ZNTH-CE-0006A,ce,znth,Gray,One-Size,Polyester,113g,"25,5",14.0,7.1,0
2000000002279,AQPR-HNK-0006B,hnk,aqpr,Navy,One-Size,Alumium,203g,"26,6",11.9,6.0,2
2000000002286,TRBZ-SPT-0006C,spt,trbz,Yellow,XXL,Plastic,169g,"31,1",10.1,9.1,1
2000000002293,ACME-CE-0006D,ce,acme,Yellow,One-Size,Plastic,170g,"29,6",10.9,3.3,5
2000000002309,CKMT-HNK-0006E,hnk,ckmt,Yellow,One-Size,Glass,168g,"22,9",8.3,10.3,1
2000000002316,FRMJ-GRC-0006F,grcy,frmj,Green,One-Size,Plastic,105g,"24,0",13.0,10.1,0
2000000002323,TRBZ-SPT-0006G,spt,trbz,Green,One-Size,Leather,451g,"31,8",9.0,7.3,0
2000000002330,VOLT-CE-0006H,ce,volt,Purple,One-Size,Glass,301g,"19,6",14.4,3.1,4
2000000002347,ECOT-CE-0006I,ce,ecot,Black,One-Size,Wood,125g,"34,0",16.7,7.3,0
2000000002354,AQPR-HNK-0006J,hnk,aqpr,Navy,One-Size,Coton,811g,"19,5",2.7,10.3,3
2000000002361,GMFG-TOY-0006K,toy,gmfg,Silver,One-Size,Paper,294g,"30,2",15.7,8.9,1
2000000002378,BYTM-CE-0006L,ce,bytm,Purple,One-Size,Plastic,152g,"23,4",22.4,2.8,0
2000000002385,NOVW-CE-0006M,ce,novw,Navy,One-Size,Coton,183g,"35,1",14.8,4.0,1
2000000002392,FRFL-GRC-0006N,grcy,frfl,Purple,One-Size,Glass,156g,"19,5",7.7,11.7,15
2000000002408,NOVW-CE-0006O,ce,novw,Red,One-Size,Glass,279g,"23,6",9.5,8.1,0
2000000002415,HMNS-HNK-0006P,hnk,hmns,Silver,One-Size,Steel,129g,"21,4",14.4,7.4,0
2000000002422,AQPR-HNK-0006Q,hnk,aqpr,Pink,One-Size,Plastic,824g,"13,1",9.2,8.6,0
2000000002439,WRMH-HNK-0006R,hnk,wrmh,Yellow,One-Size,Plastic,204g,"31,0",19.1,12.4,2
2000000002446,FRFL-GRC-0006S,grcy,frfl,Yellow,One-Size,Polyester,61g,"11,1",11.1,8.9,0
2000000002453,VOLT-CE-0006T,ce,volt,Pink,One-Size,Glass,150g,"30,5",6.1,12.0,16
2000000002460,URTL-APP-0006U,app,urtl,Red,XL,Polyester,98g,"24,6",14.3,2.4,1
2000000002477,ECOT-CE-0006V,ce,ecot,Purple,One-Size,Wood,311g,"17,0",9.5,6.2,0
